,id,title,overview,release_date,popularity,vote_average,vote_count
889,1592,Primal Fear,"Defense attorney Martin Vail takes on jobs for money and prestige rather than any sense of the greater good. His latest case involves an altar boy, accused of brutally murdering the archbishop of Chicago. Vail finds himself up against his ex-pupil and ex-lover, but as the case progresses and the Church's dark secrets are revealed, Vail finds that what appeared a simple case takes on a darker, more dangerous aspect.",1996-03-06,5.8414,7.656,3756
890,792307,Poor Things,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",2023-12-07,10.5974,7.656,5238
891,414906,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",2022-03-01,16.4278,7.7,11551
892,508933,Ricky Gervais: Humanity,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018-03-13,0.6668,7.654,499
893,238628,Tangerines,"War in Abkhazia, 1992. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",2013-10-17,2.8656,7.654,569
894,100402,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",2014-03-20,7.1081,7.654,19674
895,1726,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-04-30,18.8277,7.654,27674
896,812,Aladdin,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",1992-11-25,10.6168,7.654,11795
897,371645,Hunt for the Wilderpeople,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",2016-01-22,3.8614,7.652,2231
898,50531,Ask Me If I'm Happy,"Aspiring thespians Aldo, Giovanni and Giacomo work dead-end jobs while nurturing their dream production of Cyrano de Bergerac, until love for the same woman tears their friendship apart. Three years later, Giovanni and Giacomo reunite after learning that Aldo is dying.",2000-12-15,0.782,7.653,1707
899,49992,Lucky and Zorba,"A seagull is caught by the black tide of a sinking petrol ship. She manages to fly inland and falls down in a garden by a cat. Moribund, she asks the cat to fulfill three promises: that when she lays her egg he must not eat it; that he must take care of it until it hatches; that he would teach the newborn how to fly.",1998-12-22,0.6291,7.653,629
900,891,All the President's Men,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",1976-04-09,3.0185,7.653,1998
901,499,Cléo from 5 to 7,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",1962-04-11,3.9928,7.655,752
902,869626,Marcel the Shell with Shoes On,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. When a documentarian discovers them amongst the clutter of his Airbnb, his resulting short film brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",2022-06-24,2.5241,7.645,670
903,15999,Vampire Hunter D: Bloodlust,"D, a legendary dhampir competes with a motley family of bounty hunters to track down Charlotte Elbourne, a young woman who has seemingly been abducted by vampire nobleman Meier Link.",2001-04-21,2.6658,7.652,761
904,15794,White Heat,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",1949-09-02,1.8129,7.655,521
905,1075,"Black Cat, White Cat","Matko is a small time hustler, living by the Danube with his 17-year-old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",1998-06-01,3.17,7.652,793
906,886396,Batman and Superman: Battle of the Super Sons,"After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.",2022-10-17,1.9767,7.7,338
907,840430,The Holdovers,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",2023-10-27,6.3998,7.651,2354
908,575452,The Traitor,"Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever.",2019-05-23,1.5265,7.651,1401
909,8416,The Conformist,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",1971-01-29,1.938,7.652,741
910,4497,Viridiana,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",1962-04-01,1.2236,7.655,539
911,8016,"Germany, Year Zero","In the ruins of post-WWII Berlin, a twelve-year-old boy is left to his own devices in order to help provide for his family.",1948-07-11,3.7776,7.649,414
912,1904,Memoirs of a Geisha,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",2005-12-06,3.4484,7.649,3298
